STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,Year,Value
Drug Offenses,Columbia Shuswap,RCMP Provincial,Falkland Prov,2009,21.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2009,44.0
Drug Offenses,Peace River,RCMP Municipal,Fort St John Mun,2009,158.0
Drug Offenses,Peace River,RCMP Provincial,Fort St John Prov,2009,22.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2009,37.0
Drug Offenses,Nanaimo,RCMP Provincial,Gabriola Island Prov,2009,24.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Golden Prov,2009,181.0
Drug Offenses,Fraser Valley,RCMP Municipal,Hope Mun,2009,81.0
Drug Offenses,Fraser Valley,RCMP Provincial,Hope  Prov,2009,22.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2009,47.0
Drug Offenses,Peace River,RCMP Provincial,Hudson's Hope Prov,2009,7.0
Drug Offenses,Thompson Nicola,RCMP Municipal,Kamloops Mun,2009,405.0
Drug Offenses,Central Kootenay,RCMP Provincial,Kaslo Prov,2009,30.0
Drug Offenses,Central Okanagan,RCMP Municipal,Kelowna Mun,2009,670.0
Drug Offenses,Central Okanagan,RCMP Provincial,Kelowna Prov,2009,67.0
Drug Offenses,Fraser Valley,RCMP Municipal,Kent Mun,2009,21.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2009,26.0
Drug Offenses,East Kootenay,RCMP Municipal,Kimberley Mun,2009,34.0
Drug Offenses,East Kootenay,RCMP Provincial,Kimberley Prov,2009,5.0
Drug Offenses,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2009,21.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2009,3.0
Drug Offenses,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2009,49.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2009,22.0
Drug Offenses,Central Okanagan,RCMP Municipal,Lake Country Mun,2009,51.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2009,90.0
Drug Offenses,Capital,RCMP Municipal,Langford Mun,2009,120.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Langley City Mun,2009,287.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Langley Township Mun,2009,446.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2009,41.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2009,15.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2009,13.0
Drug Offenses,North Okanagan,RCMP Provincial,Lumby Prov,2009,24.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Lytton Prov,2009,17.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2009,64.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2009,218.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Masset Prov,2009,19.0
Drug Offenses,Fraser Fort George,RCMP Provincial,McBride Prov,2009,10.0
Drug Offenses,Thompson Nicola,RCMP Municipal,Merritt Mun,2009,70.0
Drug Offenses,Thompson Nicola,RCMP Provincial,Merritt Prov,2009,55.0
Drug Offenses,Fraser Valley,RCMP Municipal,Mission Mun,2009,286.0
Drug Offenses,Fraser Valley,RCMP Provincial,Mission Prov,2009,14.0
Drug Offenses,Central Kootenay,RCMP Provincial,Nakusp Prov,2009,23.0
Drug Offenses,Nanaimo,RCMP Municipal,Nanaimo Mun,2009,705.0
Drug Offenses,Nanaimo,RCMP Provincial,Nanaimo Prov,2009,37.0
Drug Offenses,Central Kootenay,Independent Municipal,Nelson Mun,2009,97.0
Drug Offenses,Central Kootenay,RCMP Provincial,Nelson Prov,2009,109.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2009,86.0
Drug Offenses,Metro Vancouver,Independent Municipal,New Westminster Mun,2009,394.0
Drug Offenses,Strathcona,RCMP Provincial,Nootka Sound Prov,2009,30.0
Drug Offenses,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2009,194.0
Drug Offenses,Capital,RCMP Municipal,North Saanich Mun,2009,49.0
Drug Offenses,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2009,212.0
Drug Offenses,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2009,207.0
Drug Offenses,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2009,21.0
Drug Offenses,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2009,NA
Drug Offenses,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2009,77.0
Drug Offenses,Capital,Independent Municipal,Oak Bay Mun,2009,26.0
Drug Offenses,Nanaimo,RCMP Provincial,Oceanside Prov,2009,84.0
Drug Offenses,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2009,128.0
Drug Offenses,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2009,6.0
Drug Offenses,Nanaimo,RCMP Municipal,Parksville Mun,2009,47.0
Drug Offenses,Central Okanagan,RCMP Municipal,Peachland Mun,2009,NA
Drug Offenses,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2009,35.0
Drug Offenses,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2009,159.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2009,30.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2009,34.0
Drug Offenses,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2009,108.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2009,28.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port Alice Prov,2009,8.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2009,204.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port Hardy Prov,2009,29.0
Drug Offenses,Mount Waddington,RCMP Provincial,Port McNeill Prov,2009,34.0
Drug Offenses,Metro Vancouver,Independent Municipal,Port Moody Mun,2009,162.0
Drug Offenses,Powell River,RCMP Municipal,Powell River Mun,2009,61.0
Drug Offenses,Powell River,RCMP Provincial,Powell River Prov,2009,27.0
Drug Offenses,Fraser Fort George,RCMP Municipal,Prince George Mun,2009,532.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Prince George Prov,2009,70.0
Drug Offenses,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,2009,146.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov,2009,11.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,Princeton Prov,2009,76.0
Drug Offenses,Strathcona,RCMP Provincial,Quadra Island Prov,2009,17.0
Drug Offenses,Nanaimo,RCMP Municipal,Qualicum Beach Mun,2009,9.0
Drug Offenses,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,2009,10.0
Drug Offenses,Cariboo,RCMP Municipal,Quesnel Mun,2009,89.0
Drug Offenses,Cariboo,RCMP Provincial,Quesnel Prov,2009,44.0
Drug Offenses,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2009,83.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2009,37.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Richmond Mun,2009,1203.0
Drug Offenses,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2009,46.0
Drug Offenses,Capital,Independent Municipal,Saanich Mun,2009,210.0
Drug Offenses,Central Kootenay,RCMP Provincial,Salmo Prov,2009,89.0
Drug Offenses,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2009,109.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2009,54.0
Drug Offenses,Capital,RCMP Provincial,Saltspring Island Prov,2009,37.0
Drug Offenses,Strathcona,RCMP Provincial,Sayward Prov,2009,12.0
Drug Offenses,Sunshine Coast,RCMP Municipal,Sechelt Mun,2009,71.0
Drug Offenses,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2009,117.0
Drug Offenses,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2009,33.0
Drug Offenses,Capital,RCMP Municipal,Sidney Mun,2009,61.0
Drug Offenses,Capital,RCMP Provincial,Sidney Prov,2009,14.0
Drug Offenses,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2009,32.0
Drug Offenses,Bulkley Nechako,RCMP Municipal,Smithers Mun,2009,142.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Smithers Prov,2009,33.0
Drug Offenses,Capital,RCMP Municipal,Sooke Mun,2009,97.0
Drug Offenses,Capital,RCMP Provincial,Sooke Prov,2009,25.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2009,52.0
Drug Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2009,82.0
Drug Offenses,North Okanagan,RCMP Municipal,Spallumcheen Mun,2009,NA
Drug Offenses,Squamish Lillooet,RCMP Municipal,Squamish Mun,2009,135.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Squamish Prov,2009,35.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Stewart Prov,2009,3.0
Drug Offenses,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2009,16.0
Drug Offenses,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2009,48.0
Drug Offenses,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2009,150.0
Drug Offenses,Metro Vancouver,RCMP Municipal,Surrey Mun,2009,2310.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2009,1.0
Drug Offenses,Kitimat Stikine,RCMP Municipal,Terrace Mun,2009,70.0
Drug Offenses,Kitimat Stikine,RCMP Provincial,Terrace Prov,2009,19.0
Drug Offenses,Powell River,RCMP Provincial,Texada Island Prov,2009,82.0
Drug Offenses,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2009,49.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2009,33.0
Drug Offenses,Kootenay Boundary,RCMP Municipal,Trail Mun,2009,74.0
Drug Offenses,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2009,32.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2009,2.0
Drug Offenses,Peace River,RCMP Provincial,Tumbler Ridge Prov,2009,29.0
Drug Offenses,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2009,42.0
Drug Offenses,Metro Vancouver,RCMP Provincial,University Prov,2009,142.0
Drug Offenses,Fraser Fort George,RCMP Provincial,Valemount Prov,2009,27.0
Drug Offenses,Metro Vancouver,Independent Municipal,Vancouver Mun,2009,3199.0
Drug Offenses,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2009,68.0
Drug Offenses,North Okanagan,RCMP Municipal,Vernon Mun,2009,252.0
Drug Offenses,North Okanagan,RCMP Provincial,Vernon Prov,2009,37.0
Drug Offenses,Capital,Independent Municipal,Victoria Mun,2009,738.0
Drug Offenses,Capital,RCMP Municipal,View Royal Mun,2009,27.0
Drug Offenses,Cariboo,RCMP Provincial,Wells Prov,2009,1.0
Drug Offenses,Central Okanagan,RCMP Municipal,West Kelowna Mun,2009,82.0
Drug Offenses,Capital,RCMP Provincial,West Shore Prov,2009,23.0
Drug Offenses,Metro Vancouver,Independent Municipal,West Vancouver Mun,2009,167.0
Drug Offenses,Squamish Lillooet,RCMP Municipal,Whistler Mun,2009,179.0
Drug Offenses,Squamish Lillooet,RCMP Provincial,Whistler Prov,2009,3.0
Drug Offenses,Metro Vancouver,RCMP Municipal,White Rock Mun,2009,173.0
Drug Offenses,Cariboo,RCMP Municipal,Williams Lake Mun,2009,186.0
Drug Offenses,Cariboo,RCMP Provincial,Williams Lake Prov,2009,124.0
Population,Fraser Valley,Independent Municipal,Abbotsford Mun,2009,135063.0
Population,Fraser Valley,RCMP Provincial,Agassiz Prov,2009,3902.0
Population,Mount Waddington,RCMP Provincial,Alert Bay Prov,2009,1398.0
Population,Cariboo,RCMP Provincial,Alexis Creek Prov,2009,1733.0
Population,Cariboo,RCMP Provincial,Anahim Lake Prov,2009,716.0
Population,North Okanagan,RCMP Provincial,Armstrong Prov,2009,10417.0
Population,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2009,3830.0
Population,Kitimat Stikine,RCMP Provincial,Atlin Prov,2009,427.0
Population,Thompson Nicola,RCMP Provincial,Barriere Prov,2009,3947.0
Population,Central Coast,RCMP Provincial,Bella Bella Prov,2009,1588.0
Population,Central Coast,RCMP Provincial,Bella Coola Prov,2009,1880.0
Population,Fraser Valley,RCMP Provincial,Boston Bar Prov,2009,643.0
Population,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2009,8969.0
Population,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2009,2910.0
Population,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2009,3423.0
Population,Metro Vancouver,RCMP Municipal,Burnaby Mun,2009,223008.0
Population,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2009,6202.0
Population,Strathcona,RCMP Municipal,Campbell River Mun,2009,31163.0
Population,Strathcona,RCMP Provincial,Campbell River Prov,2009,5399.0
Population,Central Kootenay,RCMP Municipal,Castlegar Mun,2009,7851.0
Population,Central Kootenay,RCMP Provincial,Castlegar Prov,2009,5944.0
Population,Capital,Independent Municipal,Central Saanich Mun,2009,16085.0
Population,Thompson Nicola,RCMP Provincial,Chase Prov,2009,8469.0
Population,Peace River,RCMP Provincial,Chetwynd Prov,2009,5350.0
Population,Fraser Valley,RCMP Municipal,Chilliwack Mun,2009,79703.0
Population,Fraser Valley,RCMP Provincial,Chilliwack Prov,2009,4910.0
Population,Thompson Nicola,RCMP Provincial,Clearwater Prov,2009,4384.0
Population,Thompson Nicola,RCMP Provincial,Clinton Prov,2009,1843.0
Population,North Okanagan,RCMP Municipal,Coldstream Mun,2009,10422.0
Population,East Kootenay,RCMP Provincial,Columbia Valley Prov,2009,9505.0
Population,Capital,RCMP Municipal,Colwood Mun,2009,16061.0
Population,Comox Valley,RCMP Municipal,Comox Mun,2009,13553.0
Population,Comox Valley,RCMP Provincial,Comox Valley Prov,2009,26083.0
Population,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2009,125052.0
Population,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2009,2753.0
Population,Comox Valley,RCMP Municipal,Courtenay Mun,2009,23890.0
Population,East Kootenay,RCMP Municipal,Cranbrook Mun,2009,19496.0
Population,East Kootenay,RCMP Provincial,Cranbrook Prov,2009,6725.0
Population,Central Kootenay,RCMP Municipal,Creston Mun,2009,NA
Population,Central Kootenay,RCMP Provincial,Creston Prov,2009,13257.0
Population,Peace River,RCMP Municipal,Dawson Creek Mun,2009,11158.0
Population,Peace River,RCMP Provincial,Dawson Creek Prov,2009,6864.0
Population,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2009,1273.0
Population,Metro Vancouver,Independent Municipal,Delta Mun,2009,101480.0
Population,Cowichan Valley,RCMP Provincial,Duncan Prov,2009,14510.0
Population,East Kootenay,RCMP Provincial,Elk Valley Prov,2009,13651.0
Population,North Okanagan,RCMP Provincial,Enderby Prov,2009,6964.0
Population,Columbia Shuswap,RCMP Provincial,Falkland Prov,2009,2945.0
Population,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2009,4171.0
Population,Peace River,RCMP Municipal,Fort St John Mun,2009,18637.0
Population,Peace River,RCMP Provincial,Fort St John Prov,2009,13975.0
Population,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2009,3279.0
Population,Nanaimo,RCMP Provincial,Gabriola Island Prov,2009,4075.0
Population,Columbia Shuswap,RCMP Provincial,Golden Prov,2009,7082.0
Population,Fraser Valley,RCMP Municipal,Hope Mun,2009,6141.0
Population,Fraser Valley,RCMP Provincial,Hope  Prov,2009,1167.0
Population,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2009,4433.0
Population,Peace River,RCMP Provincial,Hudson's Hope Prov,2009,1224.0
Population,Thompson Nicola,RCMP Municipal,Kamloops Mun,2009,87089.0
Population,Central Kootenay,RCMP Provincial,Kaslo Prov,2009,2394.0
Population,Central Okanagan,RCMP Municipal,Kelowna Mun,2009,119570.0
Population,Central Okanagan,RCMP Provincial,Kelowna Prov,2009,23071.0
Population,Fraser Valley,RCMP Municipal,Kent Mun,2009,5659.0
Population,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2009,4880.0
Population,East Kootenay,RCMP Municipal,Kimberley Mun,2009,6702.0
Population,East Kootenay,RCMP Provincial,Kimberley Prov,2009,1958.0
Population,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2009,8891.0
Population,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2009,530.0
Population,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2009,7907.0
Population,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2009,5677.0
Population,Central Okanagan,RCMP Municipal,Lake Country Mun,2009,11469.0
Population,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2009,6004.0
Population,Capital,RCMP Municipal,Langford Mun,2009,27450.0
Population,Metro Vancouver,RCMP Municipal,Langley City Mun,2009,25430.0
Population,Metro Vancouver,RCMP Municipal,Langley Township Mun,2009,104298.0
Population,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2009,3247.0
Population,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2009,1963.0
Population,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2009,2609.0
Population,North Okanagan,RCMP Provincial,Lumby Prov,2009,5953.0
Population,Thompson Nicola,RCMP Provincial,Lytton Prov,2009,1961.0
Population,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2009,3821.0
Population,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2009,75612.0
Population,North Coast Regional District (22),RCMP Provincial,Masset Prov,2009,2112.0
Population,Fraser Fort George,RCMP Provincial,McBride Prov,2009,1713.0
Population,Thompson Nicola,RCMP Municipal,Merritt Mun,2009,7428.0
Population,Thompson Nicola,RCMP Provincial,Merritt Prov,2009,3965.0
Population,Fraser Valley,RCMP Municipal,Mission Mun,2009,37160.0
Population,Fraser Valley,RCMP Provincial,Mission Prov,2009,4284.0
Population,Central Kootenay,RCMP Provincial,Nakusp Prov,2009,3369.0
Population,Nanaimo,RCMP Municipal,Nanaimo Mun,2009,83560.0
Population,Nanaimo,RCMP Provincial,Nanaimo Prov,2009,14001.0
Population,Central Kootenay,Independent Municipal,Nelson Mun,2009,10233.0
Population,Central Kootenay,RCMP Provincial,Nelson Prov,2009,11769.0
Population,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2009,5543.0
Population,Metro Vancouver,Independent Municipal,New Westminster Mun,2009,64930.0
Population,Strathcona,RCMP Provincial,Nootka Sound Prov,2009,2046.0
Population,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2009,29003.0
Population,Capital,RCMP Municipal,North Saanich Mun,2009,11013.0
Population,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2009,47977.0
Population,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2009,85253.0
Population,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2009,2055.0
Population,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2009,NA
Population,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2009,5789.0
Population,Capital,Independent Municipal,Oak Bay Mun,2009,18039.0
Population,Nanaimo,RCMP Provincial,Oceanside Prov,2009,24355.0
Population,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2009,13013.0
Population,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2009,4723.0
Population,Nanaimo,RCMP Municipal,Parksville Mun,2009,12026.0
Population,Central Okanagan,RCMP Municipal,Peachland Mun,2009,NA
Population,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2009,4255.0
Population,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2009,33339.0
Population,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2009,11790.0
Population,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2009,17875.0
Population,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2009,17722.0
Population,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2009,8224.0
Population,Mount Waddington,RCMP Provincial,Port Alice Prov,2009,859.0
Population,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2009,56339.0
Population,Mount Waddington,RCMP Provincial,Port Hardy Prov,2009,5433.0
Population,Mount Waddington,RCMP Provincial,Port McNeill Prov,2009,4553.0
