STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Property Offenses,Central Kootenay,RCMP Provincial,Castlegar Prov (5),163.00,173.00,128.00,164.00,117.00,107.00,104.00,106.00,101.00,108.00
Property Offenses,Capital,Independent Municipal,Central Saanich Mun,560.00,640.00,569.00,512.00,420.00,334.00,379.00,322.00,299.00,325.00
Property Offenses,Thompson Nicola,RCMP Provincial,Chase Prov,427.00,497.00,347.00,351.00,456.00,354.00,332.00,343.00,313.00,465.00
Property Offenses,Peace River,RCMP Provincial,Chetwynd Prov,416.00,399.00,346.00,309.00,362.00,273.00,372.00,286.00,224.00,237.00
Property Offenses,Fraser Valley,RCMP Municipal,Chilliwack Mun (1),"7,658.00","7,273.00","6,838.00","5,817.00","5,223.00","4,730.00","5,042.00","5,252.00","5,417.00","6,060.00"
Property Offenses,Fraser Valley,RCMP Provincial,Chilliwack Prov,272.00,499.00,521.00,317.00,432.00,354.00,410.00,436.00,476.00,489.00
Property Offenses,Thompson Nicola,RCMP Provincial,Clearwater Prov,224.00,204.00,172.00,164.00,129.00,149.00,148.00,145.00,134.00,143.00
Property Offenses,Thompson Nicola,RCMP Provincial,Clinton Prov,99.00,95.00,74.00,77.00,87.00,75.00,81.00,52.00,59.00,63.00
Property Offenses,North Okanagan,RCMP Municipal,Coldstream Mun,289.00,297.00,385.00,304.00,267.00,228.00,210.00,206.00,241.00,262.00
Property Offenses,East Kootenay,RCMP Provincial,Columbia Valley Prov,579.00,769.00,613.00,622.00,487.00,449.00,439.00,410.00,312.00,339.00
Property Offenses,Capital,RCMP Municipal,Colwood Mun,"1,014.00","1,040.00",705.00,581.00,526.00,407.00,486.00,360.00,272.00,380.00
Property Offenses,Comox Valley,RCMP Municipal,Comox Mun,356.00,555.00,556.00,431.00,387.00,341.00,249.00,266.00,271.00,343.00
Property Offenses,Comox Valley,RCMP Provincial,Comox Valley Prov,902.00,892.00,874.00,713.00,635.00,573.00,546.00,432.00,472.00,528.00
Property Offenses,Metro Vancouver,RCMP Municipal,Coquitlam Mun (1),"7,073.00","6,354.00","5,691.00","4,864.00","4,683.00","4,619.00","4,758.00","5,172.00","5,334.00","5,828.00"
Property Offenses,Metro Vancouver,RCMP Provincial,Coquitlam Prov,76.00,65.00,43.00,69.00,61.00,60.00,50.00,53.00,43.00,68.00
Property Offenses,Comox Valley,RCMP Municipal,Courtenay Mun,"2,017.00","2,208.00","1,994.00","1,732.00","1,693.00","1,448.00","1,106.00","1,382.00","1,399.00","1,476.00"
Property Offenses,East Kootenay,RCMP Municipal,Cranbrook Mun,"1,392.00","1,668.00","1,201.00","1,146.00","1,231.00","1,065.00","1,022.00",912.00,744.00,754.00
Property Offenses,East Kootenay,RCMP Provincial,Cranbrook Prov,180.00,173.00,148.00,186.00,150.00,182.00,146.00,162.00,120.00,112.00
Property Offenses,Central Kootenay,RCMP Municipal,Creston Mun (6),,,,,,,227.00,314.00,233.00,240.00
Property Offenses,Central Kootenay,RCMP Provincial,Creston Prov (6),839.00,718.00,496.00,468.00,535.00,509.00,244.00,210.00,153.00,209.00
Property Offenses,Peace River,RCMP Municipal,Dawson Creek Mun,"1,246.00","1,218.00","1,047.00",745.00,663.00,654.00,769.00,621.00,744.00,930.00
Property Offenses,Peace River,RCMP Provincial,Dawson Creek Prov,221.00,177.00,164.00,144.00,153.00,162.00,151.00,156.00,207.00,277.00
Property Offenses,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,78.00,56.00,80.00,64.00,52.00,53.00,54.00,37.00,52.00,51.00
Property Offenses,Metro Vancouver,Independent Municipal,Delta Mun (1),"4,867.00","4,629.00","4,417.00","4,202.00","3,777.00","3,596.00","3,678.00","3,245.00","3,564.00","3,133.00"
Property Offenses,Cowichan Valley,RCMP Provincial,Duncan Prov,"2,038.00","1,865.00","1,503.00","1,182.00","1,228.00","1,019.00",850.00,979.00,"1,034.00","1,194.00"
Property Offenses,East Kootenay,RCMP Provincial,Elk Valley Prov (7),872.00,943.00,764.00,732.00,710.00,553.00,499.00,395.00,477.00,349.00
Property Offenses,North Okanagan,RCMP Provincial,Enderby Prov,449.00,460.00,261.00,222.00,290.00,233.00,213.00,230.00,272.00,205.00
Property Offenses,Columbia Shuswap,RCMP Provincial,Falkland Prov,72.00,124.00,109.00,94.00,85.00,62.00,79.00,62.00,69.00,68.00
Property Offenses,Bulkley Nechako,RCMP Provincial,Fort St James Prov,644.00,514.00,589.00,562.00,592.00,451.00,449.00,442.00,401.00,370.00
Property Offenses,Peace River,RCMP Municipal,Fort St John Mun,"2,064.00","1,841.00","1,753.00","1,676.00","1,381.00","1,343.00","1,381.00","1,425.00","1,551.00","1,513.00"
Property Offenses,Peace River,RCMP Provincial,Fort St John Prov,465.00,361.00,432.00,348.00,313.00,262.00,313.00,351.00,388.00,387.00
Property Offenses,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,95.00,87.00,184.00,177.00,149.00,123.00,100.00,86.00,47.00,57.00
Property Offenses,Nanaimo,RCMP Provincial,Gabriola Island Prov,103.00,197.00,205.00,165.00,164.00,104.00,104.00,112.00,138.00,109.00
Property Offenses,Columbia Shuswap,RCMP Provincial,Golden Prov,486.00,414.00,429.00,367.00,300.00,277.00,302.00,247.00,209.00,283.00
Property Offenses,Fraser Valley,RCMP Municipal,Hope Mun,760.00,943.00,707.00,521.00,475.00,560.00,444.00,364.00,404.00,523.00
Property Offenses,Fraser Valley,RCMP Provincial,Hope  Prov,209.00,137.00,129.00,133.00,198.00,151.00,96.00,78.00,91.00,116.00
Property Offenses,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov (8),174.00,171.00,207.00,231.00,218.00,170.00,188.00,142.00,108.00,147.00
Property Offenses,Peace River,RCMP Provincial,Hudson's Hope Prov,25.00,12.00,32.00,52.00,56.00,58.00,70.00,46.00,33.00,47.00
Property Offenses,Thompson Nicola,RCMP Municipal,Kamloops Mun,"8,064.00","8,214.00","5,793.00","5,536.00","5,582.00","5,423.00","5,005.00","5,475.00","4,911.00","5,544.00"
Property Offenses,Central Kootenay,RCMP Provincial,Kaslo Prov (5),159.00,126.00,64.00,73.00,64.00,59.00,73.00,145.00,86.00,127.00
Property Offenses,Central Okanagan,RCMP Municipal,Kelowna Mun,"10,172.00","9,149.00","9,010.00","8,795.00","8,027.00","6,924.00","8,005.00","6,793.00","6,684.00","7,924.00"
Property Offenses,Central Okanagan,RCMP Provincial,"Kelowna Prov (9,10)","2,407.00","2,168.00","2,526.00",951.00,923.00,862.00,791.00,754.00,835.00,841.00
Property Offenses,Fraser Valley,RCMP Municipal,Kent Mun (2),,,,153.00,223.00,242.00,181.00,161.00,193.00,243.00
Property Offenses,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,164.00,210.00,245.00,230.00,199.00,222.00,142.00,191.00,262.00,241.00
Property Offenses,East Kootenay,RCMP Municipal,Kimberley Mun,296.00,302.00,343.00,267.00,275.00,287.00,173.00,196.00,153.00,252.00
Property Offenses,East Kootenay,RCMP Provincial,Kimberley Prov,66.00,37.00,51.00,38.00,37.00,61.00,19.00,46.00,41.00,68.00
Property Offenses,Kitimat Stikine,RCMP Municipal,Kitimat Mun,423.00,474.00,571.00,465.00,407.00,264.00,389.00,405.00,376.00,278.00
Property Offenses,Kitimat Stikine,RCMP Provincial,Kitimat Prov,31.00,24.00,30.00,19.00,20.00,15.00,13.00,18.00,22.00,15.00
Property Offenses,Cowichan Valley,RCMP Municipal,Ladysmith Mun,387.00,441.00,493.00,470.00,489.00,418.00,365.00,248.00,321.00,428.00
Property Offenses,Cowichan Valley,RCMP Provincial,Ladysmith Prov,281.00,224.00,270.00,220.00,207.00,178.00,155.00,137.00,193.00,191.00
Property Offenses,Central Okanagan,RCMP Municipal,Lake Country Mun,425.00,496.00,505.00,513.00,410.00,369.00,438.00,358.00,398.00,438.00
Property Offenses,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,411.00,369.00,426.00,360.00,358.00,263.00,207.00,278.00,270.00,244.00
Property Offenses,Capital,RCMP Municipal,Langford Mun,"2,103.00","2,201.00","1,908.00","1,692.00","1,397.00","1,204.00","1,395.00","1,186.00","1,168.00","1,216.00"
Property Offenses,Metro Vancouver,RCMP Municipal,Langley City Mun,"2,737.00","2,360.00","2,217.00","2,273.00","2,362.00","2,254.00","2,549.00","2,441.00","2,175.00","2,080.00"
Property Offenses,Metro Vancouver,RCMP Municipal,Langley Township Mun (1),"7,082.00","7,153.00","5,951.00","5,791.00","6,490.00","5,726.00","5,850.00","5,382.00","6,469.00","6,038.00"
Property Offenses,Squamish Lillooet,RCMP Provincial,Lillooet Prov,202.00,217.00,190.00,235.00,216.00,200.00,208.00,170.00,156.00,136.00
Property Offenses,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,129.00,180.00,147.00,147.00,122.00,126.00,136.00,192.00,90.00,145.00
Property Offenses,Thompson Nicola,RCMP Provincial,Logan Lake Prov,127.00,121.00,81.00,98.00,87.00,68.00,84.00,60.00,49.00,78.00
Property Offenses,North Okanagan,RCMP Provincial,Lumby Prov,247.00,179.00,249.00,197.00,173.00,144.00,157.00,125.00,126.00,153.00
Property Offenses,Thompson Nicola,RCMP Provincial,Lytton Prov,127.00,119.00,95.00,63.00,66.00,71.00,82.00,68.00,51.00,68.00
Property Offenses,Fraser Fort George,RCMP Provincial,Mackenzie Prov,211.00,253.00,209.00,170.00,219.00,158.00,206.00,170.00,247.00,226.00
Property Offenses,Metro Vancouver,RCMP Municipal,Maple Ridge Mun (1)(11),"5,274.00","5,959.00","4,889.00","4,471.00","4,012.00","3,338.00","3,379.00","3,105.00","4,209.00","4,498.00"
Property Offenses,North Coast Regional District (22),RCMP Provincial,Masset Prov,257.00,262.00,130.00,159.00,149.00,123.00,115.00,110.00,159.00,152.00
Property Offenses,Fraser Fort George,RCMP Provincial,McBride Prov,143.00,117.00,78.00,71.00,56.00,67.00,57.00,72.00,57.00,78.00
Property Offenses,Thompson Nicola,RCMP Municipal,Merritt Mun,988.00,930.00,922.00,782.00,660.00,614.00,645.00,574.00,607.00,583.00
Property Offenses,Thompson Nicola,RCMP Provincial,Merritt Prov,189.00,181.00,150.00,170.00,165.00,178.00,182.00,150.00,154.00,160.00
Property Offenses,Fraser Valley,RCMP Municipal,Mission Mun,"2,958.00","3,030.00","2,988.00","2,247.00","2,438.00","2,127.00","2,317.00","2,135.00","2,253.00","2,827.00"
Property Offenses,Fraser Valley,RCMP Provincial,Mission Prov,360.00,301.00,271.00,224.00,217.00,200.00,143.00,111.00,122.00,162.00
Property Offenses,Central Kootenay,RCMP Provincial,Nakusp Prov (5),155.00,115.00,125.00,141.00,147.00,123.00,147.00,128.00,129.00,149.00
Property Offenses,Nanaimo,RCMP Municipal,Nanaimo Mun (1),"8,025.00","7,919.00","6,476.00","6,691.00","5,841.00","5,288.00","5,244.00","5,167.00","6,000.00","5,544.00"
Property Offenses,Nanaimo,RCMP Provincial,Nanaimo Prov,557.00,543.00,556.00,405.00,409.00,368.00,313.00,259.00,310.00,352.00
Property Offenses,Central Kootenay,Independent Municipal,Nelson Mun,811.00,754.00,749.00,665.00,659.00,533.00,575.00,603.00,555.00,545.00
Property Offenses,Central Kootenay,RCMP Provincial,Nelson Prov (5),236.00,244.00,198.00,183.00,149.00,158.00,150.00,150.00,139.00,154.00
Property Offenses,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,275.00,320.00,440.00,482.00,573.00,568.00,438.00,488.00,449.00,298.00
Property Offenses,Metro Vancouver,Independent Municipal,New Westminster Mun,"4,609.00","4,329.00","3,735.00","3,788.00","3,691.00","3,464.00","3,574.00","3,509.00","3,690.00","3,478.00"
Property Offenses,Strathcona,RCMP Provincial,Nootka Sound Prov,161.00,153.00,125.00,127.00,111.00,89.00,81.00,56.00,85.00,82.00
Property Offenses,Cowichan Valley,RCMP Municipal,North Cowichan Mun,"1,798.00","1,750.00","1,663.00","1,470.00","1,479.00","1,321.00","1,238.00","1,108.00","1,212.00","1,500.00"
Property Offenses,Capital,RCMP Municipal,North Saanich Mun,301.00,302.00,346.00,305.00,238.00,245.00,220.00,175.00,200.00,197.00
Property Offenses,Metro Vancouver,RCMP Municipal,"North Vancouver City Mun (12,13)","3,008.00","2,764.00","2,649.00","2,882.00","2,332.00","1,997.00","1,727.00","1,865.00","1,920.00","2,225.00"
Property Offenses,Metro Vancouver,RCMP Municipal,North Vancouver District Mun (12),"3,330.00","3,048.00","2,568.00","2,696.00","2,275.00","2,226.00","2,210.00","2,085.00","2,300.00","2,249.00"
Property Offenses,Metro Vancouver,RCMP Provincial,"North Vancouver Prov (1,12,13)",140.00,182.00,178.00,238.00,195.00,189.00,178.00,153.00,141.00,164.00
Property Offenses,Northern Rockies,RCMP Municipal,Northern Rockies Mun (14),,,,,,,,284.00,302.00,327.00
Property Offenses,Northern Rockies,RCMP Provincial,Northern Rockies Prov (14),651.00,486.00,531.00,494.00,493.00,505.00,527.00,209.00,159.00,108.00
Property Offenses,Capital,Independent Municipal,Oak Bay Mun,826.00,798.00,757.00,736.00,641.00,696.00,596.00,427.00,389.00,430.00
Property Offenses,Nanaimo,RCMP Provincial,Oceanside Prov ,"1,118.00",995.00,934.00,804.00,687.00,582.00,493.00,531.00,497.00,714.00
Property Offenses,Cariboo,RCMP Provincial,One Hundred Mile House Prov,758.00,668.00,531.00,410.00,431.00,438.00,329.00,327.00,284.00,361.00
Property Offenses,Capital,RCMP Provincial,Outer Gulf  Islands Prov,135.00,137.00,101.00,88.00,72.00,107.00,106.00,112.00,116.00,105.00
Property Offenses,Nanaimo,RCMP Municipal,Parksville Mun,"1,072.00","1,318.00","1,128.00",814.00,624.00,523.00,597.00,565.00,540.00,806.00
Property Offenses,Central Okanagan,RCMP Municipal,Peachland Mun (10),,,,,,,107.00,123.00,152.00,126.00
Property Offenses,Squamish Lillooet,RCMP Provincial,Pemberton Prov,176.00,139.00,164.00,191.00,181.00,154.00,164.00,109.00,111.00,125.00
Property Offenses,Okanagan Similkameen,RCMP Municipal,Penticton Mun,"3,119.00","2,769.00","2,670.00","2,573.00","2,460.00","2,315.00","2,392.00","2,102.00","2,330.00","2,932.00"
Property Offenses,Okanagan Similkameen,RCMP Provincial,Penticton Prov,542.00,506.00,435.00,381.00,336.00,332.00,318.00,262.00,417.00,457.00
Property Offenses,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun (11),"1,023.00","1,299.00",969.00,815.00,630.00,655.00,691.00,585.00,968.00,"1,004.00"
Property Offenses,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,"2,383.00","1,849.00","1,670.00","1,388.00","1,167.00","1,116.00","1,083.00","1,039.00",867.00,"1,045.00"
Property Offenses,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,475.00,341.00,299.00,240.00,252.00,229.00,201.00,215.00,139.00,175.00
Property Offenses,Mount Waddington,RCMP Provincial,Port Alice Prov,67.00,50.00,43.00,64.00,72.00,43.00,36.00,37.00,20.00,34.00
Property Offenses,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun (1),"4,031.00","3,271.00","2,487.00","1,906.00","2,088.00","2,089.00","2,511.00","2,198.00","2,522.00","2,940.00"
Property Offenses,Mount Waddington,RCMP Provincial,Port Hardy Prov,516.00,553.00,422.00,341.00,316.00,349.00,318.00,331.00,286.00,386.00
Property Offenses,Mount Waddington,RCMP Provincial,Port McNeill Prov,264.00,293.00,283.00,223.00,189.00,168.00,149.00,133.00,134.00,120.00
Property Offenses,Metro Vancouver,Independent Municipal,Port Moody Mun,"1,404.00","1,169.00","1,011.00",956.00,842.00,899.00,841.00,708.00,803.00,905.00
Property Offenses,Powell River,RCMP Municipal,Powell River Mun,889.00,846.00,663.00,635.00,629.00,569.00,664.00,520.00,583.00,484.00
Property Offenses,Powell River,RCMP Provincial,Powell River Prov,211.00,174.00,193.00,210.00,150.00,160.00,125.00,154.00,129.00,106.00
Property Offenses,Fraser Fort George,RCMP Municipal,Prince George Mun,"8,433.00","8,085.00","6,170.00","6,765.00","6,824.00","5,958.00","5,117.00","4,482.00","4,716.00","5,075.00"
Property Offenses,Fraser Fort George,RCMP Provincial,Prince George Prov,439.00,381.00,300.00,309.00,404.00,428.00,241.00,246.00,260.00,336.00
Property Offenses,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,"1,268.00","1,241.00","1,277.00","1,316.00","1,373.00","1,122.00","1,042.00",919.00,897.00,999.00
Property Offenses,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov (15),154.00,173.00,127.00,76.00,72.00,100.00,113.00,85.00,66.00,85.00
Property Offenses,Okanagan Similkameen,RCMP Provincial,Princeton Prov,251.00,335.00,289.00,228.00,205.00,246.00,196.00,183.00,177.00,301.00
Property Offenses,Strathcona,RCMP Provincial,Quadra Island Prov,87.00,101.00,104.00,85.00,101.00,98.00,104.00,45.00,62.00,45.00
Property Offenses,Nanaimo,RCMP Municipal,Qualicum Beach Mun,588.00,591.00,589.00,374.00,337.00,231.00,266.00,196.00,170.00,228.00
Property Offenses,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,170.00,126.00,126.00,89.00,113.00,77.00,104.00,90.00,76.00,73.00
Property Offenses,Cariboo,RCMP Municipal,Quesnel Mun,"1,234.00","1,229.00","1,295.00","1,195.00",880.00,846.00,947.00,777.00,810.00,768.00
Property Offenses,Cariboo,RCMP Provincial,Quesnel Prov,368.00,464.00,480.00,388.00,303.00,285.00,329.00,313.00,319.00,296.00
Property Offenses,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,414.00,442.00,577.00,450.00,387.00,368.00,296.00,268.00,245.00,302.00
Property Offenses,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,51.00,46.00,37.00,50.00,41.00,47.00,33.00,30.00,19.00,45.00
Property Offenses,Metro Vancouver,RCMP Municipal,Richmond Mun,"9,579.00","9,157.00","9,056.00","8,149.00","8,179.00","7,402.00","7,913.00","7,151.00","8,644.00","8,260.00"
Property Offenses,Metro Vancouver,RCMP Provincial,"Ridge Meadows Prov (11,13)",45.00,16.00,349.00,783.00,898.00,793.00,773.00,914.00,12.00,35.00
Property Offenses,Capital,Independent Municipal,Saanich Mun,"5,035.00","4,748.00","4,592.00","4,313.00","4,200.00","3,513.00","3,611.00","3,142.00","2,891.00","3,175.00"
Property Offenses,Central Kootenay,RCMP Provincial,Salmo Prov (5),138.00,181.00,165.00,129.00,92.00,156.00,129.00,120.00,101.00,103.00
Property Offenses,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,"1,264.00","1,414.00","1,027.00","1,114.00","1,235.00",759.00,734.00,632.00,492.00,468.00
Property Offenses,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,413.00,450.00,262.00,254.00,363.00,244.00,152.00,190.00,147.00,190.00
Property Offenses,Capital,RCMP Provincial,Saltspring Island Prov,359.00,312.00,348.00,260.00,309.00,242.00,252.00,224.00,168.00,142.00
Property Offenses,Strathcona,RCMP Provincial,Sayward Prov,54.00,72.00,68.00,54.00,41.00,36.00,32.00,29.00,37.00,34.00
Property Offenses,Sunshine Coast,RCMP Municipal,Sechelt Mun,523.00,551.00,511.00,419.00,429.00,381.00,335.00,326.00,287.00,343.00
Property Offenses,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,615.00,788.00,743.00,627.00,364.00,434.00,351.00,343.00,360.00,383.00
Property Offenses,Columbia Shuswap,RCMP Provincial,Sicamous Prov,339.00,297.00,264.00,294.00,298.00,202.00,216.00,153.00,175.00,257.00
Property Offenses,Capital,RCMP Municipal,Sidney Mun,491.00,451.00,546.00,487.00,437.00,414.00,371.00,340.00,277.00,257.00
Property Offenses,Capital,RCMP Provincial,Sidney Prov,118.00,124.00,129.00,102.00,96.00,135.00,96.00,68.00,99.00,106.00
Property Offenses,Central Kootenay,RCMP Provincial,Slocan Lake Prov (5),72.00,47.00,45.00,57.00,87.00,105.00,117.00,69.00,55.00,46.00
Property Offenses,Bulkley Nechako,RCMP Municipal,Smithers Mun,657.00,606.00,560.00,476.00,330.00,480.00,371.00,450.00,522.00,469.00
Property Offenses,Bulkley Nechako,RCMP Provincial,Smithers Prov,174.00,155.00,148.00,188.00,142.00,189.00,175.00,180.00,215.00,168.00
Property Offenses,Capital,RCMP Municipal,Sooke Mun,711.00,641.00,747.00,618.00,451.00,462.00,375.00,453.00,521.00,466.00
Property Offenses,Capital,RCMP Provincial,Sooke Prov,307.00,234.00,264.00,292.00,198.00,135.00,120.00,90.00,110.00,178.00
Property Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver (16),741.00,589.00,502.00,503.00,353.00,377.00,384.00,335.00,457.00,562.00
Property Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos (16),667.00,554.00,471.00,401.00,441.00,282.00,351.00,348.00,539.00,402.00
Property Offenses,North Okanagan,RCMP Municipal,Spallumcheen Mun (3),,,,,,,75.00,96.00,88.00,78.00
Property Offenses,Squamish Lillooet,RCMP Municipal,Squamish Mun (1),"1,621.00","1,294.00","1,451.00",939.00,"1,023.00",988.00,"1,026.00",992.00,833.00,712.00
Property Offenses,Squamish Lillooet,RCMP Provincial,Squamish Prov,156.00,128.00,121.00,58.00,57.00,64.00,75.00,99.00,104.00,104.00
Property Offenses,Kitimat Stikine,RCMP Provincial,Stewart Prov,41.00,26.00,34.00,15.00,24.00,27.00,33.00,34.00,22.00,14.00
Property Offenses,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS (17),164.00,137.00,126.00,129.00,158.00,106.00,119.00,90.00,89.00,87.00
Property Offenses,Okanagan Similkameen,RCMP Municipal,Summerland Mun,471.00,465.00,379.00,339.00,324.00,311.00,333.00,221.00,290.00,452.00
Property Offenses,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov (18),823.00,873.00,927.00,785.00,883.00,810.00,527.00,466.00,498.00,525.00
Property Offenses,Metro Vancouver,RCMP Municipal,Surrey Mun (19),"31,546.00","30,453.00","28,949.00","27,119.00","25,915.00","27,044.00","28,065.00","28,830.00","34,877.00","30,989.00"
Property Offenses,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,28.00,20.00,12.00,28.00,30.00,36.00,42.00,40.00,31.00,28.00
Property Offenses,Kitimat Stikine,RCMP Municipal,Terrace Mun,"1,163.00","1,153.00",940.00,968.00,763.00,810.00,977.00,957.00,866.00,879.00
